"","game_id","date","type","team","opp","conf","opp_conf","location","result","score","team_rtg","opp_rtg","bub_rtg","bub_win_prob","wab","game_score","game_type","wab_if_win","wab_if_loss","expected_wab","opp_net_rank","quad"
"8189","Central MichiganMassachusetts2-3",2026-02-03,"conf","Massachusetts","Central Michigan","MAC","MAC","H",NA,NA,0.584582169104713,0.144805853602698,0.87694452176131,0.976791237377159,NA,NA,"future",0.0232087626228411,-0.976791237377159,0,330,"Q4"
"8190","WyomingSan Diego St.2-3",2026-02-03,"conf","San Diego St.","Wyoming","MWC","MWC","H",NA,NA,0.887480141657116,0.626904254985411,0.87694452176131,0.809204529742824,NA,NA,"future",0.190795470257176,-0.809204529742824,0,100,"Q3"
"8191","Boston CollegeDuke2-3",2026-02-03,"conf","Duke","Boston College","ACC","ACC","H",NA,NA,0.967326420584729,0.453415916857366,0.87694452176131,0.895732933196897,NA,NA,"future",0.104267066803103,-0.895732933196897,0,155,"Q3"
"8192","Miami OHBuffalo2-3",2026-02-03,"conf","Buffalo","Miami OH","MAC","MAC","H",NA,NA,0.526928540270349,0.696352905623992,0.87694452176131,0.756542810543201,NA,NA,"future",0.243457189456799,-0.756542810543201,0,51,"Q2"
"8193","PittsburghVirginia2-3",2026-02-03,"conf","Virginia","Pittsburgh","ACC","ACC","H",NA,NA,0.968642143960629,0.589943488269682,0.87694452176131,0.832029100405462,NA,NA,"future",0.167970899594538,-0.832029100405462,0,119,"Q3"
"8194","Air ForceGrand Canyon2-3",2026-02-03,"conf","Grand Canyon","Air Force","MWC","MWC","H",NA,NA,0.844681085748838,0.104650089174593,0.87694452176131,0.983863458031874,NA,NA,"future",0.0161365419681263,-0.983863458031874,0,338,"Q4"
"8195","Texas A&MAlabama2-3",2026-02-03,"conf","Alabama","Texas A&M","SEC","SEC","H",NA,NA,0.954137153124999,0.851021872998897,0.87694452176131,0.555068230494739,NA,NA,"future",0.444931769505261,-0.555068230494739,0,41,"Q2"
"8196","Saint LouisDavidson2-3",2026-02-03,"conf","Davidson","Saint Louis","A10","A10","H",NA,NA,0.690269492592773,0.901008353425335,0.87694452176131,0.439135671561098,NA,NA,"future",0.560864328438902,-0.439135671561098,0,19,"Q1"
"8197","Ball St.Bowling Green2-3",2026-02-03,"conf","Bowling Green","Ball St.","MAC","MAC","H",NA,NA,0.715595160514407,0.174702271685845,0.87694452176131,0.971152758920969,NA,NA,"future",0.0288472410790306,-0.971152758920969,0,315,"Q4"
"8198","MississippiTennessee2-3",2026-02-03,"conf","Tennessee","Mississippi","SEC","SEC","H",NA,NA,0.950808758395937,0.653491828593207,0.87694452176131,0.790738856464522,NA,NA,"future",0.209261143535478,-0.790738856464522,0,88,"Q3"
"8199","DrakeBelmont2-3",2026-02-03,"conf","Belmont","Drake","MVC","MVC","H",NA,NA,0.805485288579178,0.375675483645122,0.87694452176131,0.92213772523197,NA,NA,"future",0.0778622747680302,-0.92213772523197,0,163,"Q4"
"8200","Western MichiganOhio2-3",2026-02-03,"conf","Ohio","Western Michigan","MAC","MAC","H",NA,NA,0.424654359494905,0.261567421107745,0.87694452176131,0.952648439603437,NA,NA,"future",0.0473515603965625,-0.952648439603437,0,256,"Q4"
"8201","VCUFordham2-3",2026-02-03,"conf","Fordham","VCU","A10","A10","H",NA,NA,0.522476846664798,0.721526008995077,0.87694452176131,0.733365356811242,NA,NA,"future",0.266634643188758,-0.733365356811242,0,55,"Q2"
"8202","St. John'sDePaul2-3",2026-02-03,"conf","DePaul","St. John's","BE","BE","H",NA,NA,0.723084613124789,0.89438739787059,0.87694452176131,0.456968498460162,NA,NA,"future",0.543031501539838,-0.456968498460162,0,23,"Q1"
"8203","NevadaBoise St.2-3",2026-02-03,"conf","Boise St.","Nevada","MWC","MWC","H",NA,NA,0.828731372127875,0.739823324221183,0.87694452176131,0.714788962038817,NA,NA,"future",0.285211037961183,-0.714788962038817,0,65,"Q2"
"8204","UNLVFresno St.2-3",2026-02-03,"conf","Fresno St.","UNLV","MWC","MWC","H",NA,NA,0.638163519639698,0.559742197515251,0.87694452176131,0.848603853933707,NA,NA,"future",0.151396146066293,-0.848603853933707,0,127,"Q3"
"8205","IndianaUSC2-3",2026-02-03,"conf","Indiana","USC","B10","B10","A",NA,NA,0.882448329528644,0.849986641911142,0.789142831518436,0.397778515715165,NA,NA,"future",0.602221484284835,-0.397778515715165,0,56,"Q1"
"8206","CanisiusNiagara2-3",2026-02-03,"conf","Canisius","Niagara","MAAC","MAAC","A",NA,NA,0.0954309225860535,0.127508093796016,0.789142831518436,0.962418587178261,NA,NA,"future",0.0375814128217394,-0.962418587178261,0,354,"Q4"
"8207","Loyola MarymountSan Francisco2-3",2026-02-03,"conf","Loyola Marymount","San Francisco","WCC","WCC","A",NA,NA,0.41028945726374,0.74106849125133,0.789142831518436,0.566660011769232,NA,NA,"future",0.433339988230768,-0.566660011769232,0,106,"Q2"
"8208","La SalleLoyola Chicago2-3",2026-02-03,"conf","La Salle","Loyola Chicago","A10","A10","A",NA,NA,0.345973097019623,0.284392590127506,0.789142831518436,0.904005315354815,NA,NA,"future",0.0959946846451851,-0.904005315354815,0,316,"Q4"
"8209","N.C. StateSMU2-3",2026-02-03,"conf","N.C. State","SMU","ACC","ACC","A",NA,NA,0.872286366556993,0.91693836673715,0.789142831518436,0.253186143805701,NA,NA,"future",0.746813856194299,-0.253186143805701,0,32,"Q1"
"8210","Indiana St.Evansville2-3",2026-02-03,"conf","Indiana St.","Evansville","MVC","MVC","A",NA,NA,0.366604501706776,0.314483555583366,0.789142831518436,0.890806632414513,NA,NA,"future",0.109193367585487,-0.890806632414513,0,285,"Q4"
"8211","St. BonaventureDayton2-3",2026-02-03,"conf","St. Bonaventure","Dayton","A10","A10","A",NA,NA,0.383973059481563,0.807195274593298,0.789142831518436,0.471998985638577,NA,NA,"future",0.528001014361423,-0.471998985638577,0,80,"Q2"
"8212","Illinois ChicagoMurray St.2-3",2026-02-03,"conf","Illinois Chicago","Murray St.","MVC","MVC","A",NA,NA,0.501672191965332,0.767385718661021,0.789142831518436,0.531497840745504,NA,NA,"future",0.468502159254496,-0.531497840745504,0,74,"Q1"
"8213","South CarolinaTexas2-3",2026-02-03,"conf","South Carolina","Texas","SEC","SEC","A",NA,NA,0.702895304008536,0.887172338806317,0.789142831518436,0.322477068802759,NA,NA,"future",0.677522931197241,-0.322477068802759,0,43,"Q1"
"8214","Southern IllinoisIllinois St.2-3",2026-02-03,"conf","Southern Illinois","Illinois St.","MVC","MVC","A",NA,NA,0.428545836772061,0.814346393950326,0.789142831518436,0.460398903503975,NA,NA,"future",0.539601096496025,-0.460398903503975,0,79,"Q2"
"8215","ValparaisoBradley2-3",2026-02-03,"conf","Valparaiso","Bradley","MVC","MVC","A",NA,NA,0.462007159595246,0.62832865703676,0.789142831518436,0.688842398363564,NA,NA,"future",0.311157601636436,-0.688842398363564,0,126,"Q2"
"8216","RutgersUCLA2-3",2026-02-03,"conf","Rutgers","UCLA","B10","B10","A",NA,NA,0.413071687650911,0.883526147717424,0.789142831518436,0.330375387946625,NA,NA,"future",0.669624612053375,-0.330375387946625,0,40,"Q1"
"8217","Kent St.Toledo2-3",2026-02-03,"conf","Kent St.","Toledo","MAC","MAC","A",NA,NA,0.478768107641539,0.563430127583829,0.789142831518436,0.743582255476128,NA,NA,"future",0.256417744523872,-0.743582255476128,0,168,"Q3"
"8218","Little RockTennessee Martin2-3",2026-02-03,"conf","Little Rock","Tennessee Martin","OVC","OVC","A",NA,NA,0.127510579264345,0.371856461408896,0.789142831518436,0.863424294028757,NA,NA,"future",0.136575705971243,-0.863424294028757,0,188,"Q3"
"8219","AkronEastern Michigan2-3",2026-02-03,"conf","Akron","Eastern Michigan","MAC","MAC","A",NA,NA,0.763298005373819,0.535265786870289,0.789142831518436,0.764672340718341,NA,NA,"future",0.235327659281659,-0.764672340718341,0,179,"Q3"
"8220","SIU EdwardsvilleLindenwood2-3",2026-02-03,"conf","SIU Edwardsville","Lindenwood","OVC","OVC","A",NA,NA,0.223055467633808,0.44434131681508,0.789142831518436,0.823947937350568,NA,NA,"future",0.176052062649432,-0.823947937350568,0,220,"Q3"
"8221","XavierConnecticut2-3",2026-02-03,"conf","Xavier","Connecticut","BE","BE","A",NA,NA,0.651177805510944,0.972175803603865,0.789142831518436,0.0967504154136412,NA,NA,"future",0.903249584586359,-0.0967504154136412,0,8,"Q1"
"8222","Central MichiganMassachusetts2-3",2026-02-03,"conf","Central Michigan","Massachusetts","MAC","MAC","A",NA,NA,0.144805853602698,0.584582169104713,0.789142831518436,0.72674174416279,NA,NA,"future",0.27325825583721,-0.72674174416279,0,190,"Q3"
"8223","WyomingSan Diego St.2-3",2026-02-03,"conf","Wyoming","San Diego St.","MWC","MWC","A",NA,NA,0.626904254985411,0.887480141657116,0.789142831518436,0.321804786055247,NA,NA,"future",0.678195213944753,-0.321804786055247,0,52,"Q1"
"8224","Boston CollegeDuke2-3",2026-02-03,"conf","Boston College","Duke","ACC","ACC","A",NA,NA,0.453415916857366,0.967326420584729,0.789142831518436,0.112225965126887,NA,NA,"future",0.887774034873113,-0.112225965126887,0,2,"Q1"
"8225","Miami OHBuffalo2-3",2026-02-03,"conf","Miami OH","Buffalo","MAC","MAC","A",NA,NA,0.696352905623992,0.526928540270349,0.789142831518436,0.770643420365242,NA,NA,"future",0.229356579634758,-0.770643420365242,0,174,"Q3"
"8226","PittsburghVirginia2-3",2026-02-03,"conf","Pittsburgh","Virginia","ACC","ACC","A",NA,NA,0.589943488269682,0.968642143960629,0.789142831518436,0.1080646438755,NA,NA,"future",0.8919353561245,-0.1080646438755,0,13,"Q1"
"8227","Air ForceGrand Canyon2-3",2026-02-03,"conf","Air Force","Grand Canyon","MWC","MWC","A",NA,NA,0.104650089174593,0.844681085748838,0.789142831518436,0.407644311016843,NA,NA,"future",0.592355688983157,-0.407644311016843,0,87,"Q2"
"8228","Texas A&MAlabama2-3",2026-02-03,"conf","Texas A&M","Alabama","SEC","SEC","A",NA,NA,0.851021872998897,0.954137153124999,0.789142831518436,0.152466467386432,NA,NA,"future",0.847533532613568,-0.152466467386432,0,20,"Q1"
"8229","Saint LouisDavidson2-3",2026-02-03,"conf","Saint Louis","Davidson","A10","A10","A",NA,NA,0.901008353425335,0.690269492592773,0.789142831518436,0.626770481408019,NA,NA,"future",0.373229518591981,-0.626770481408019,0,118,"Q2"
"8230","Ball St.Bowling Green2-3",2026-02-03,"conf","Ball St.","Bowling Green","MAC","MAC","A",NA,NA,0.174702271685845,0.715595160514407,0.789142831518436,0.597978800621781,NA,NA,"future",0.402021199378219,-0.597978800621781,0,102,"Q2"
"8231","MississippiTennessee2-3",2026-02-03,"conf","Mississippi","Tennessee","SEC","SEC","A",NA,NA,0.653491828593207,0.950808758395937,0.789142831518436,0.162216072031261,NA,NA,"future",0.837783927968739,-0.162216072031261,0,26,"Q1"
"8232","DrakeBelmont2-3",2026-02-03,"conf","Drake","Belmont","MVC","MVC","A",NA,NA,0.375675483645122,0.805485288579178,0.789142831518436,0.474728855105844,NA,NA,"future",0.525271144894156,-0.474728855105844,0,64,"Q1"
"8233","Western MichiganOhio2-3",2026-02-03,"conf","Western Michigan","Ohio","MAC","MAC","A",NA,NA,0.261567421107745,0.424654359494905,0.789142831518436,0.835271996110101,NA,NA,"future",0.164728003889899,-0.835271996110101,0,227,"Q3"
"8234","VCUFordham2-3",2026-02-03,"conf","VCU","Fordham","A10","A10","A",NA,NA,0.721526008995077,0.522476846664798,0.789142831518436,0.773783275795407,NA,NA,"future",0.226216724204593,-0.773783275795407,0,224,"Q3"
"8235","St. John'sDePaul2-3",2026-02-03,"conf","St. John's","DePaul","BE","BE","A",NA,NA,0.89438739787059,0.723084613124789,0.789142831518436,0.589028840328832,NA,NA,"future",0.410971159671168,-0.589028840328832,0,112,"Q2"
"8236","NevadaBoise St.2-3",2026-02-03,"conf","Nevada","Boise St.","MWC","MWC","A",NA,NA,0.739823324221183,0.828731372127875,0.789142831518436,0.436126779118643,NA,NA,"future",0.563873220881357,-0.436126779118643,0,71,"Q1"
"8237","UNLVFresno St.2-3",2026-02-03,"conf","UNLV","Fresno St.","MWC","MWC","A",NA,NA,0.559742197515251,0.638163519639698,0.789142831518436,0.679693628704302,NA,NA,"future",0.320306371295698,-0.679693628704302,0,139,"Q3"
"8238","Wright St.Robert Morris2-4",2026-02-04,"conf","Robert Morris","Wright St.","Horz","Horz","H",NA,NA,0.518933342875786,0.572100890493829,0.87694452176131,0.842026011894377,NA,NA,"future",0.157973988105623,-0.842026011894377,0,136,"Q3"
"8239","Arkansas St.Coastal Carolina2-4",2026-02-04,"conf","Coastal Carolina","Arkansas St.","SB","SB","H",NA,NA,0.392029660011574,0.488850699047229,0.87694452176131,0.881677566463339,NA,NA,"future",0.118322433536661,-0.881677566463339,0,141,"Q3"
"8240","Youngstown St.Purdue Fort Wayne2-4",2026-02-04,"conf","Purdue Fort Wayne","Youngstown St.","Horz","Horz","H",NA,NA,0.440076758994494,0.380563756886295,0.87694452176131,0.920631953501634,NA,NA,"future",0.0793680464983659,-0.920631953501634,0,225,"Q4"
"8241","CharlotteWichita St.2-4",2026-02-04,"conf","Wichita St.","Charlotte","Amer","Amer","H",NA,NA,0.738658907308828,0.41391994293507,0.87694452176131,0.909832564472922,NA,NA,"future",0.0901674355270777,-0.909832564472922,0,169,"Q4"
"8242","OklahomaKentucky2-4",2026-02-04,"conf","Kentucky","Oklahoma","SEC","SEC","H",NA,NA,0.895262310823751,0.674171017091643,0.87694452176131,0.774988603686002,NA,NA,"future",0.225011396313998,-0.774988603686002,0,75,"Q2"
"8243","North TexasRice2-4",2026-02-04,"conf","Rice","North Texas","Amer","Amer","H",NA,NA,0.453632381772171,0.415067688822185,0.87694452176131,0.909443833288116,NA,NA,"future",0.0905561667118839,-0.909443833288116,0,164,"Q4"
"8244","Arizona St.Utah2-4",2026-02-04,"conf","Utah","Arizona St.","B12","B12","H",NA,NA,0.735635498099543,0.629279925912523,0.87694452176131,0.807629389829212,NA,NA,"future",0.192370610170788,-0.807629389829212,0,93,"Q3"
"8245","Michigan St.Minnesota2-4",2026-02-04,"conf","Minnesota","Michigan St.","B10","B10","H",NA,NA,0.839700789697098,0.932713240462452,0.87694452176131,0.339544241626409,NA,NA,"future",0.660455758373591,-0.339544241626409,0,11,"Q1"
"8246","Washington St.Oregon St.2-4",2026-02-04,"conf","Oregon St.","Washington St.","WCC","WCC","H",NA,NA,0.485211543565743,0.482627910874656,0.87694452176131,0.884251805248681,NA,NA,"future",0.115748194751319,-0.884251805248681,0,154,"Q3"
"8247","LibertyDelaware2-4",2026-02-04,"conf","Delaware","Liberty","CUSA","CUSA","H",NA,NA,0.291131444208526,0.620158184107373,0.87694452176131,0.813602245005558,NA,NA,"future",0.186397754994442,-0.813602245005558,0,84,"Q3"
"8248","South DakotaUMKC2-4",2026-02-04,"conf","UMKC","South Dakota","Sum","Sum","H",NA,NA,0.148577890580076,0.215221965594222,0.87694452176131,0.962943089499743,NA,NA,"future",0.0370569105002571,-0.962943089499743,0,272,"Q4"
"8249","ColoradoBaylor2-4",2026-02-04,"conf","Baylor","Colorado","B12","B12","H",NA,NA,0.844514563217514,0.640386286165954,0.87694452176131,0.800075660573002,NA,NA,"future",0.199924339426998,-0.800075660573002,0,78,"Q3"
"8250","UCFHouston2-4",2026-02-04,"conf","Houston","UCF","B12","B12","H",NA,NA,0.978521648703588,0.772890939165385,0.87694452176131,0.67679920132401,NA,NA,"future",0.32320079867599,-0.67679920132401,0,39,"Q2"
"8251","Charleston SouthernHigh Point2-4",2026-02-04,"conf","High Point","Charleston Southern","BSth","BSth","H",NA,NA,0.751058242346837,0.292665902024428,0.87694452176131,0.945126064842993,NA,NA,"future",0.0548739351570074,-0.945126064842993,0,222,"Q4"
"8252","WinthropRadford2-4",2026-02-04,"conf","Radford","Winthrop","BSth","BSth","H",NA,NA,0.374498645217728,0.428766545757477,0.87694452176131,0.904710366152117,NA,NA,"future",0.0952896338478829,-0.904710366152117,0,129,"Q3"
"8253","Utah St.New Mexico2-4",2026-02-04,"conf","New Mexico","Utah St.","MWC","MWC","H",NA,NA,0.889082237935569,0.843267394024385,0.87694452176131,0.569807436028694,NA,NA,"future",0.430192563971306,-0.569807436028694,0,25,"Q1"
"8254","LehighLoyola MD2-4",2026-02-04,"conf","Loyola MD","Lehigh","Pat","Pat","H",NA,NA,0.163650390819835,0.156525551853959,0.87694452176131,0.974620806065329,NA,NA,"future",0.0253791939346708,-0.974620806065329,0,296,"Q4"
"8255","IowaWashington2-4",2026-02-04,"conf","Washington","Iowa","B10","B10","H",NA,NA,0.851471835037081,0.910977964516118,0.87694452176131,0.410517531335949,NA,NA,"future",0.58948246866405,-0.410517531335949,0,22,"Q1"
"8256","LongwoodGardner Webb2-4",2026-02-04,"conf","Gardner Webb","Longwood","BSth","BSth","H",NA,NA,0.0631314537605101,0.206263054383047,0.87694452176131,0.964818112934437,NA,NA,"future",0.0351818870655634,-0.964818112934437,0,265,"Q4"
"8257","FIUMiddle Tennessee2-4",2026-02-04,"conf","Middle Tennessee","FIU","CUSA","CUSA","H",NA,NA,0.70849979450937,0.407906754458921,0.87694452176131,0.911849868781711,NA,NA,"future",0.0881501312182891,-0.911849868781711,0,198,"Q4"
"8258","Louisiana MonroeOld Dominion2-4",2026-02-04,"conf","Old Dominion","Louisiana Monroe","SB","SB","H",NA,NA,0.41592760236525,0.0597894950093278,0.87694452176131,0.991155557967212,NA,NA,"future",0.00884444203278845,-0.991155557967212,0,359,"Q4"
"8259","San DiegoSaint Mary's2-4",2026-02-04,"conf","Saint Mary's","San Diego","WCC","WCC","H",NA,NA,0.907777549342231,0.387008341635984,0.87694452176131,0.918617795693134,NA,NA,"future",0.0813822043068656,-0.918617795693134,0,207,"Q4"
"8260","PepperdineSeattle2-4",2026-02-04,"conf","Seattle","Pepperdine","WCC","WCC","H",NA,NA,0.744692491785556,0.216824457422205,0.87694452176131,0.962603958909708,NA,NA,"future",0.0373960410902922,-0.962603958909708,0,269,"Q4"
"8261","LouisianaJames Madison2-4",2026-02-04,"conf","James Madison","Louisiana","SB","SB","H",NA,NA,0.38774453115384,0.138578980201124,0.87694452176131,0.977924226250774,NA,NA,"future",0.0220757737492259,-0.977924226250774,0,336,"Q4"
"8262","TroyGeorgia St.2-4",2026-02-04,"conf","Georgia St.","Troy","SB","SB","H",NA,NA,0.33906465981623,0.577902717496971,0.87694452176131,0.838842214263186,NA,NA,"future",0.161157785736814,-0.838842214263186,0,103,"Q3"
"8263","ClemsonStanford2-4",2026-02-04,"conf","Stanford","Clemson","ACC","ACC","H",NA,NA,0.826655270513687,0.888206427259741,0.87694452176131,0.472841338273775,NA,NA,"future",0.527158661726225,-0.472841338273775,0,31,"Q2"
"8264","FurmanEast Tennessee St.2-4",2026-02-04,"conf","East Tennessee St.","Furman","SC","SC","H",NA,NA,0.630192919645938,0.406643500793286,0.87694452176131,0.912269589229516,NA,NA,"future",0.0877304107704836,-0.912269589229516,0,173,"Q4"
"8265","OaklandCleveland St.2-4",2026-02-04,"conf","Cleveland St.","Oakland","Horz","Horz","H",NA,NA,0.282061591867921,0.481240020934381,0.87694452176131,0.884819539454043,NA,NA,"future",0.115180460545957,-0.884819539454043,0,135,"Q3"
"8266","South AlabamaAppalachian St.2-4",2026-02-04,"conf","Appalachian St.","South Alabama","SB","SB","H",NA,NA,0.4879230021634,0.307577362624064,0.87694452176131,0.941325198558342,NA,NA,"future",0.058674801441658,-0.941325198558342,0,195,"Q4"
"8267","UTEPSam Houston St.2-4",2026-02-04,"conf","Sam Houston St.","UTEP","CUSA","CUSA","H",NA,NA,0.708980829718666,0.215235901316508,0.87694452176131,0.962940145266145,NA,NA,"future",0.0370598547338553,-0.962940145266145,0,278,"Q4"
"8268","BucknellAmerican2-4",2026-02-04,"conf","American","Bucknell","Pat","Pat","H",NA,NA,0.509072081562896,0.127204074851329,0.87694452176131,0.979958743832688,NA,NA,"future",0.0200412561673123,-0.979958743832688,0,335,"Q4"
"8269","ArmyColgate2-4",2026-02-04,"conf","Colgate","Army","Pat","Pat","H",NA,NA,0.51823740887513,0.12228130638078,0.87694452176131,0.980825445639794,NA,NA,"future",0.0191745543602061,-0.980825445639794,0,318,"Q4"
"8270","St. ThomasSouth Dakota St.2-4",2026-02-04,"conf","South Dakota St.","St. Thomas","Sum","Sum","H",NA,NA,0.534570521439617,0.562411342365477,0.87694452176131,0.847206128247224,NA,NA,"future",0.152793871752776,-0.847206128247224,0,115,"Q3"
"8271","ButlerProvidence2-4",2026-02-04,"conf","Providence","Butler","BE","BE","H",NA,NA,0.80515732800843,0.760406876711152,0.87694452176131,0.691874400363392,NA,NA,"future",0.308125599636608,-0.691874400363392,0,48,"Q2"
"8272","New Mexico St.Louisiana Tech2-4",2026-02-04,"conf","Louisiana Tech","New Mexico St.","CUSA","CUSA","H",NA,NA,0.341646302981791,0.512751945291361,0.87694452176131,0.871332219554117,NA,NA,"future",0.128667780445883,-0.871332219554117,0,140,"Q3"
"8273","WoffordVMI2-4",2026-02-04,"conf","VMI","Wofford","SC","SC","H",NA,NA,0.145890126126857,0.281635585986401,0.87694452176131,0.947854910603455,NA,NA,"future",0.0521450893965448,-0.947854910603455,0,223,"Q4"
"8274","Detroit MercyMilwaukee2-4",2026-02-04,"conf","Milwaukee","Detroit Mercy","Horz","Horz","H",NA,NA,0.386383173060306,0.267782602229974,0.87694452176131,0.951186833928867,NA,NA,"future",0.0488131660711331,-0.951186833928867,0,273,"Q4"
"8275","UTSASouth Florida2-4",2026-02-04,"conf","South Florida","UTSA","Amer","Amer","H",NA,NA,0.826057429123299,0.0647801600036278,0.87694452176131,0.990373769264219,NA,NA,"future",0.00962623073578084,-0.990373769264219,0,350,"Q4"
"8276","Texas St.Georgia Southern2-4",2026-02-04,"conf","Georgia Southern","Texas St.","SB","SB","H",NA,NA,0.402786321012279,0.244768617365821,0.87694452176131,0.956499975375684,NA,NA,"future",0.043500024624316,-0.956499975375684,0,264,"Q4"
"8277","CreightonGeorgetown2-4",2026-02-04,"conf","Georgetown","Creighton","BE","BE","H",NA,NA,0.737452815919601,0.754708383954389,0.87694452176131,0.698449373370594,NA,NA,"future",0.301550626629406,-0.698449373370594,0,58,"Q2"
"8278","Seton HallVillanova2-4",2026-02-04,"conf","Villanova","Seton Hall","BE","BE","H",NA,NA,0.914016246642672,0.783156729696803,0.87694452176131,0.663660672382326,NA,NA,"future",0.336339327617674,-0.663660672382326,0,45,"Q2"
"8279","Western CarolinaUNC Greensboro2-4",2026-02-04,"conf","UNC Greensboro","Western Carolina","SC","SC","H",NA,NA,0.26739222847988,0.190478647332497,0.87694452176131,0.968037623732072,NA,NA,"future",0.0319623762679279,-0.968037623732072,0,290,"Q4"
"8280","NorthwesternIllinois2-4",2026-02-04,"conf","Illinois","Northwestern","B10","B10","H",NA,NA,0.969884240330622,0.746260877711572,0.87694452176131,0.70786551328798,NA,NA,"future",0.29213448671202,-0.70786551328798,0,70,"Q2"
"8281","North AlabamaCentral Arkansas2-4",2026-02-04,"conf","Central Arkansas","North Alabama","ASun","ASun","H",NA,NA,0.577695700499091,0.0899478545575541,0.87694452176131,0.986320462710449,NA,NA,"future",0.0136795372895511,-0.986320462710449,0,337,"Q4"
"8282","George WashingtonSaint Joseph's2-4",2026-02-04,"conf","Saint Joseph's","George Washington","A10","A10","H",NA,NA,0.603918832467466,0.681951215241396,0.87694452176131,0.768712425642485,NA,NA,"future",0.231287574357515,-0.768712425642485,0,76,"Q3"
"8283","Notre DameLouisville2-4",2026-02-04,"conf","Louisville","Notre Dame","ACC","ACC","H",NA,NA,0.960941322287403,0.64356664782901,0.87694452176131,0.797853145153074,NA,NA,"future",0.202146854846926,-0.797853145153074,0,81,"Q3"
"8284","Georgia TechCalifornia2-4",2026-02-04,"conf","California","Georgia Tech","ACC","ACC","H",NA,NA,0.829287248229245,0.494270413796868,0.87694452176131,0.879396522454015,NA,NA,"future",0.120603477545985,-0.879396522454015,0,145,"Q3"
"8285","GonzagaPortland2-4",2026-02-04,"conf","Portland","Gonzaga","WCC","WCC","H",NA,NA,0.553205513167155,0.93688362842068,0.87694452176131,0.324367873368001,NA,NA,"future",0.675632126631999,-0.324367873368001,0,4,"Q1"
"8286","DuquesneGeorge Mason2-4",2026-02-04,"conf","George Mason","Duquesne","A10","A10","H",NA,NA,0.757484301208247,0.513423779003838,0.87694452176131,0.871030428243487,NA,NA,"future",0.128969571756513,-0.871030428243487,0,153,"Q3"
"8287","USC UpstateUNC Asheville2-4",2026-02-04,"conf","UNC Asheville","USC Upstate","BSth","BSth","H",NA,NA,0.418435816244266,0.160010660490726,0.87694452176131,0.973965598740001,NA,NA,"future",0.0260344012599986,-0.973965598740001,0,293,"Q4"
"8288","NavyLafayette2-4",2026-02-04,"conf","Lafayette","Navy","Pat","Pat","H",NA,NA,0.248611826969841,0.316928259037531,0.87694452176131,0.938873363755745,NA,NA,"future",0.0611266362442553,-0.938873363755745,0,192,"Q4"
"8289","Southern MissMarshall2-4",2026-02-04,"conf","Marshall","Southern Miss","SB","SB","H",NA,NA,0.567863315216439,0.288041653183322,0.87694452176131,0.946278455004355,NA,NA,"future",0.0537215449956449,-0.946278455004355,0,237,"Q4"
"8290","TulsaFlorida Atlantic2-4",2026-02-04,"conf","Florida Atlantic","Tulsa","Amer","Amer","H",NA,NA,0.791591945658723,0.752833840956764,0.87694452176131,0.700572326651191,NA,NA,"future",0.299427673348809,-0.700572326651191,0,47,"Q2"
"8291","Green BayNorthern Kentucky2-4",2026-02-04,"conf","Northern Kentucky","Green Bay","Horz","Horz","H",NA,NA,0.566834119899143,0.347501300824496,0.87694452176131,0.930464672226174,NA,NA,"future",0.0695353277738255,-0.930464672226174,0,231,"Q4"
"8292","Santa ClaraPacific2-4",2026-02-04,"conf","Pacific","Santa Clara","WCC","WCC","H",NA,NA,0.674759870092487,0.831886142666333,0.87694452176131,0.590190832517092,NA,NA,"future",0.409809167482908,-0.590190832517092,0,44,"Q2"
"8293","Maryland Eastern ShoreSouth Carolina St.2-4",2026-02-04,"conf","South Carolina St.","Maryland Eastern Shore","MEAC","MEAC","H",NA,NA,0.0921212875336783,0.11522021463474,0.87694452176131,0.982054404712151,NA,NA,"future",0.0179455952878492,-0.982054404712151,0,323,"Q4"
"8294","BYUOklahoma St.2-4",2026-02-04,"conf","Oklahoma St.","BYU","B12","B12","H",NA,NA,0.818691395301381,0.896883003206827,0.87694452176131,0.450350965690142,NA,NA,"future",0.549649034309858,-0.450350965690142,0,12,"Q1"
"8295","LipscombAustin Peay2-4",2026-02-04,"conf","Austin Peay","Lipscomb","ASun","ASun","H",NA,NA,0.604933561756392,0.412753108719297,0.87694452176131,0.910226541855852,NA,NA,"future",0.089773458144148,-0.910226541855852,0,152,"Q3"
"8296","Wright St.Robert Morris2-4",2026-02-04,"conf","Wright St.","Robert Morris","Horz","Horz","A",NA,NA,0.572100890493829,0.518933342875786,0.789142831518436,0.776258941039379,NA,NA,"future",0.223741058960621,-0.776258941039379,0,186,"Q3"
"8297","Arkansas St.Coastal Carolina2-4",2026-02-04,"conf","Arkansas St.","Coastal Carolina","SB","SB","A",NA,NA,0.488850699047229,0.392029660011574,0.789142831518436,0.853028585881623,NA,NA,"future",0.146971414118377,-0.853028585881623,0,236,"Q3"
"8298","Youngstown St.Purdue Fort Wayne2-4",2026-02-04,"conf","Youngstown St.","Purdue Fort Wayne","Horz","Horz","A",NA,NA,0.380563756886295,0.440076758994494,0.789142831518436,0.82644185573635,NA,NA,"future",0.173558144263649,-0.82644185573635,0,211,"Q3"
